id,canonicalId,fieldLayoutId,uid,enabled,archived,dateLastMerged,dateCreated,dateUpdated,siteSettingsId,siteId,title,slug,uri,content,enabledForSite,typeId,postDate,expiryDate,defaultPrice,defaultBasePrice,defaultVariantId,defaultSku,defaultWeight,defaultLength,defaultWidth,defaultHeight,storeId,root,lft,rgt,level,draftId,draftCreatorId,isProvisionalDraft,draftName,draftNotes
845,,37,4aa684d2-4637-48da-9fa9-e2e419645782,1,0,,"2024-11-14 00:05:45","2024-12-03 03:11:49",845,1,"Type 1 Passive Plus Attic Stairs",passive-attic-ladder,shop/passive-attic-ladder,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Minka"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>Installing an attic ladder or staircase can be a practical solution for accessing storage space or converting your attic into a functional area. However, a common challenge faced by homeowners is the potential impact on the thermal envelope of their living space. Traditional attic stairs often lead to air leakage, resulting in increased energy consumption and higher heating or cooling costs. Recognising this issue, our innovative solution comes in the form of the Type 1 Passiv Plus attic ladder.</p><p>Designed with a focus on extreme insulation and airtightness, the Type 1 Passiv Plus attic ladder is specifically tailored for Passive Houses. It addresses the fundamental problem of air leakage, allowing homeowners to access their ceiling space without compromising the airtightness and thermal envelope of their homes. This not only improves energy efficiency but also contributes significantly to maintaining a comfortable temperature within the living spaces.</p><h4>Key features and benefits of the Type 1 Passiv Plus attic ladder include:</h4><ul><li><strong>Suitability for Passive Houses:</strong> The ladder is designed to meet the rigorous international standards of Passive Houses.</li><li><strong>Air tightness Class 4:</strong> Achieving a high level of air tightness, preventing air leakage, and ensuring the home’s energy efficiency is maintained.</li><li><strong>Thermal performance:</strong> Boasting a top U-value of 0.33 W/m2K without the upper lid, 0.19 W/m2K with the ISO upper lid, ensuring excellent thermal insulation.</li><li><strong>Fire-retardant EI260 tested:</strong> Rigorously tested for fire resistance according to EN1363 and EN1634, providing at least 60 minutes of proven fire resistance.</li><li><strong>Maximum room height:</strong> 3000mm.</li><li><strong>Dimensions:</strong> Compact dimensions of 1.3 × 80 × 46cm.</li><li><strong>Powder-coated metal:</strong> The ladder’s metal is coated with a durable powder coating, providing wear resistance and long-term durability.</li><li><strong>Fully assembled:</strong> The attic ladder comes fully assembled, saving homeowners time and effort during the installation process.</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [572], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""e655db88-a221-4aa8-b00a-934030034f3a"": ""Designed with a focus on extreme insulation and airtightness, the Type 1 Passiv Plus attic ladder is specifically tailored for Passive Houses. It addresses the fundamental problem of air leakage, allowing homeowners to access their ceiling space without compromising the airtightness and thermal envelope of their homes. This not only improves energy efficiency but also contributes significantly to maintaining a comfortable temperature within the living spaces."", ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": []}",1,1,"2024-09-30 12:00:00",,2659.6700,2659.6700,847,211111,72.0000,1.3000,80.0000,46.0000,1,18,24,25,1,,,,,
850,,37,10ee268d-c403-42bb-ba5b-115e5a551f78,1,0,,"2024-11-14 00:05:46","2024-12-03 03:11:12",850,1,"LWZ 180 F7 Filters",lwz-180-f7-filters,shop/lwz-180-f7-filters,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>Replacement filter cassettes for supply air, made from unbreakable polyester fibres with partially progressive structure, thermally bonded, temperature-resistant to 100 °C, folded in a Z-shape within a robust frame made from moisture-resistant cardboard; with pull tab at the front.</p><ul><li>Integral pull tab for easy replacement</li><li>Set with fine filters for ventilation systems</li><li>Filter class ePM1 ≥ 50 % (F7)</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [570], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": []}",1,1,"2024-09-30 12:00:00",,181.0000,181.0000,852,234208,0.0000,0.0000,0.0000,0.0000,1,18,26,27,1,,,,,
855,,37,2d218699-63bb-49de-8dde-385385a56840,1,0,,"2024-11-14 00:05:46","2024-12-03 03:10:54",855,1,"LWZ 180 M5 Filters",lwz-180-m5-filters,shop/lwz-180-m5-filters,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>Replacement filter cassettes for supply air, made from unbreakable polyester fibres with partially progressive structure, thermally bonded, temperature-resistant to 100 °C, folded in a Z-shape within a robust frame made from moisture-resistant cardboard; with pull tab at the front.</p><ul><li>Set with two high grade supply air filters</li><li>Filter class ePM10 ≥ 50 % (M5)</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [570], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": []}",1,1,"2024-09-30 12:00:00",,163.0000,163.0000,857,234148,0.0000,0.0000,0.0000,0.0000,1,18,28,29,1,,,,,
860,,37,127b4bd5-a587-4149-b9d6-8c3d90a83b81,1,0,,"2024-11-14 00:05:47","2024-12-03 03:11:03",860,1,"LWZ 180 G4 Filters",lwz-180-g4-filters,shop/lwz-180-g4-filters,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>Replacement filter mats for the extract air in the 180/280 central ventilation units, made from unbreakable polyester fibres with partially progressive structure, thermally bonded, temperature – resistant to 100 °C.</p><ul><li>Fleece filter mats for replacement</li><li>Filter class ISO Coarse &gt; 60 % (G4)</li><li>10 filter mats in set</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [570], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": []}",1,1,"2024-09-30 12:00:00",,41.0000,41.0000,862,234147,0.0000,0.0000,0.0000,0.0000,1,18,30,31,1,,,,,
865,,37,37f2dcfe-3477-4d15-af17-bcba9400e492,1,0,,"2024-11-14 00:05:47","2024-12-03 03:11:29",865,1,"LWZ 170E Plus F7 Filters",lwz-170e-plus-f7-filters,shop/lwz-170e-plus-f7-filters,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>Replacement filter cassettes for supply air, made from unbreakable polyester fibres with partially progressive structure, thermally bonded, temperature-resistant to 100 °C, folded in a<br />Z-shape within a robust frame made from moisture-resistant cardboard; with pull tab at the front.</p><ul><li>Set with two high grade supply air filters</li><li>Filter class ePM1 ≥ 50 % (F7)</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [570], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": []}",1,1,"2024-09-30 12:00:00",,129.0000,129.0000,867,232477,0.0000,0.0000,0.0000,0.0000,1,18,32,33,1,,,,,
870,,37,853be016-59bb-448d-9bf1-092be858252d,1,0,,"2024-11-14 00:05:48","2024-12-03 03:11:21",870,1,"LWZ 170E Plus G4 Filters",lwz-170e-plus-g4-filters,shop/lwz-170e-plus-g4-filters,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>High performance filter material made from unbreakable polyester fibres with partly progressive structure, thermally bonded, temperature-resistant to 100 °C.</p><ul><li>Fleece filter mats for replacement</li><li>Filter class ISO Coarse &gt; 60 % (G4)</li><li>10 filter mats in a set</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [570], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": []}",1,1,"2024-09-30 12:00:00",,38.0000,38.0000,872,232475,0.0000,0.0000,0.0000,0.0000,1,18,34,35,1,,,,,
875,,37,c429fd1e-4f51-4a09-9dff-edcf2fb07123,1,0,,"2024-11-14 00:05:48","2024-12-03 03:10:24",875,1,"LWZ 70 F7 Filters",lwz-70-f7-filters,shop/lwz-70-f7-filters,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>Replacement filter cassettes for supply air, made from unbreakable polyester fibres with partially progressive structure, thermally bonded, temperature-resistant to 100 °C, folded in a<br />Z-shape within a robust frame made from moisture-resistant cardboard; with pull tab at the front.</p><ul><li>Filter class F7</li><li>2 filters in set</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [570], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": []}",1,1,"2024-09-30 12:00:00",,120.0000,120.0000,877,227660,0.0000,2.4000,13.8000,28.4000,1,18,36,37,1,,,,,
880,,37,504bb45f-fc0b-4674-aa96-4c4a713e480f,1,0,,"2024-11-14 00:05:49","2024-12-03 03:10:13",880,1,"Extract Vent Filters G3 100mm",extract-vent-filters-g3-100mm,shop/extract-vent-filters-g3-100mm,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>The filter mat set for installation on extract air vents is supplied complete with filter mat cover and spring washers. It protects the air ducting from dirt.</p><ul><li>Filter class G3</li><li>5 filter mats in the set</li><li>Suitable for DN 125 extract air vents</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [570], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": []}",1,1,"2024-09-30 12:00:00",,97.0000,97.0000,882,230960,0.0000,0.0000,0.0000,0.0000,1,18,38,39,1,,,,,
885,,37,48aaa173-4611-4c05-9d04-d151992c033c,1,0,,"2024-11-14 00:05:49","2024-12-03 03:10:34",885,1,"LWZ 170 E Heat Recovery Ventilation Unit",lwz-70-e-heat-recovery-ventilation-unit,shop/lwz-70-e-heat-recovery-ventilation-unit,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>STIEBEL ELTRON’s LWZ 70 E ventilation unit has been specially developed for ventilation in apartments. The crosscurrent heat exchanger recovers up to 90% of heat from the extracted air, while its constant flow fans are economical on energy.</p><ul><li>Ventilation with up to 90% heat recovery</li><li>Centralised ventilation</li><li>Replaces indoor air with fresh filtered air from outside</li><li>Helps prevent condensation and mould through improved ventilation</li><li>Ideal for small apartments</li><li>Designed for air flow rates of 50-180 m3/h</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [565], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": [1627, 1628, 1630, 1633]}",1,1,"2024-09-30 12:00:00",,2946.0000,2946.0000,887,233851,25.0000,29.0000,56.0000,60.0000,1,18,40,41,1,,,,,
890,,37,13d1199a-ba8f-4f8d-b6c7-65a001e77103,1,0,,"2024-11-14 00:05:50","2024-12-03 03:10:45",890,1,"LWZ 280 Heat Recovery Ventilation Unit",lwz-280-heat-recovery-ventilation-unit,shop/lwz-280-heat-recovery-ventilation-unit,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>Create a pleasant indoor environment in the home with the exclusive LWZ 280 ventilation unit.<br />The LWZ 280 heat recovery ventilation unit is highly efficient, offering heat recovery levels of up to 94% through an optimised cross-flow heat exchanger. This makes the LWZ 280 an excellent choice for apartments, houses and small commercial properties.</p><ul><li>Centralised ventilation with up to 94% heat recovery</li><li>Inbuilt display directly on the appliance</li><li>Made in Germany</li><li>Passive House Institute certified component</li><li>Helps prevent condensation and mould through improved ventilation</li><li>Significantly reduced noise levels</li><li>Air flow rates 60 – 350 m3/h</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [565], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": [1602, 1603, 1604, 1605, 1636]}",1,1,"2024-09-30 12:00:00",,5491.0000,5491.0000,892,232362,78.0000,53.4000,69.0000,99.7000,1,18,42,43,1,,,,,
905,,37,51e3f2ae-de29-45da-bd01-87d191df8865,1,0,,"2024-11-14 00:05:52","2024-12-03 03:09:21",905,1,"DHCE Single Phase Instantaneous Water Heater",single-phase-electric-instantaneous-water-heaters-dhce-6-51,shop/single-phase-electric-instantaneous-water-heaters-dhce-6-51,"{""234211ef-73dc-4633-a1c2-49ce8105e9d3"": ""Stiebel Eltron"", ""241c6c24-ea9c-4069-84cc-9d89ad93a605"": ""<p>Enjoy the convenience of instant hot water with our single-phase instantaneous water heaters, designed to meet various hot and warm water demands. The DHCE series boasts electronic control, providing you with hot water instantly whenever you need it. Say goodbye to the frustrations of long supply lines and the resulting heat losses.</p><p>Our compact and user-friendly electric instant hot water systems are the perfect solution for applications with smaller hot water demands, such as basins or sinks. Not only do they deliver hot water on demand, but they also operate with impressive energy efficiency, making them a smart choice for your home.</p><p>Installation is a breeze as these heaters do not require ventilation, a safe tray, or a flue. This simplicity, coupled with their true point of use functionality, ensures that you’ll have hot water quickly and efficiently right where you need it most.</p><ul><li>Designed for smaller hot water demands</li><li>Never run out of hot water</li><li>Easy installation, no ventilation, safe tray or flue required</li><li>Instantaneous hot water supply</li><li>Energy efficient operation</li></ul>"", ""ac005c7a-a9f0-499e-975e-1d95457876b7"": [564], ""d7441c86-ff52-423b-bbfa-1facc8450825"": [2361], ""e655db88-a221-4aa8-b00a-934030034f3a"": ""<p>Compact and convenient, the single phase electric instantaneous water heaters provide hot water in an instant. These true point of use water heaters deliver hot water quickly and efficiently.</p>"", ""ed90b48d-fdca-4f8c-b38a-ad8f95ab1423"": []}",1,1,"2024-09-30 12:00:00",,805.5000,805.5000,907,238954,2.4500,11.0000,20.0000,36.0000,1,18,44,45,1,,,,,
